,odid,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10
Million Dollar Arm,196280100,0.094339623,0.094339623,0.113207547,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.132075472,0.094339623
Winter's Tale,196470100,0.101694915,0.101694915,0.152542373,0.13559322,0.084745763,0.084745763,0.084745763,0.084745763,0.084745763,0.084745763
Get on Up,196800100,0.087719298,0.087719298,0.087719298,0.105263158,0.087719298,0.087719298,0.140350877,0.087719298,0.140350877,0.087719298
The Giver,197720100,0.111111111,0.074074074,0.172839506,0.135802469,0.074074074,0.148148148,0.098765432,0.061728395,0.061728395,0.061728395
Into the Storm,198200100,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216
Horrible Bosses 2,198210100,0.075757576,0.090909091,0.106060606,0.121212121,0.075757576,0.106060606,0.075757576,0.075757576,0.121212121,0.151515152
The Fault in Our Stars,198430100,0.053763441,0.053763441,0.053763441,0.107526882,0.075268817,0.086021505,0.053763441,0.064516129,0.397849462,0.053763441
Sabotage,198490100,0.090909091,0.127272727,0.090909091,0.090909091,0.090909091,0.109090909,0.090909091,0.127272727,0.090909091,0.090909091
Before I Go to Sleep,198630100,0.135135135,0.081081081,0.067567568,0.175675676,0.081081081,0.067567568,0.067567568,0.135135135,0.121621622,0.067567568
A Walk Among the Tombs,198720100,0.116883117,0.077922078,0.077922078,0.246753247,0.077922078,0.077922078,0.12987013,0.064935065,0.064935065,0.064935065
Son of God,198790100,0.092592593,0.092592593,0.092592593,0.111111111,0.092592593,0.092592593,0.092592593,0.148148148,0.092592593,0.092592593
Gone Girl,198800100,0.566951567,0.01994302,0.022792023,0.031339031,0.017094017,0.014245014,0.017094017,0.022792023,0.270655271,0.017094017
The Best of Me,199460100,0.087719298,0.087719298,0.087719298,0.122807018,0.105263158,0.105263158,0.105263158,0.087719298,0.122807018,0.087719298
Jersey Boys,199800100,0.081967213,0.081967213,0.081967213,0.081967213,0.114754098,0.081967213,0.098360656,0.081967213,0.213114754,0.081967213
This is Where I Leave,199900100,0.089285714,0.089285714,0.160714286,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.125,0.089285714
The Purge: Anarchy,200400100,0.084745763,0.084745763,0.084745763,0.084745763,0.118644068,0.101694915,0.13559322,0.101694915,0.084745763,0.118644068
Dumb and Dumber To,200420100,0.094339623,0.094339623,0.094339623,0.113207547,0.113207547,0.094339623,0.094339623,0.094339623,0.094339623,0.113207547
Draft Day,200850100,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.196428571,0.089285714
Lucy,201180100,0.163043478,0.054347826,0.027173913,0.027173913,0.065217391,0.331521739,0.032608696,0.163043478,0.027173913,0.108695652
Step Up All In,201620100,0.089285714,0.089285714,0.089285714,0.178571429,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.107142857
"Let<e2><ac>\s Be Cops""",202180100,0.090909091,0.127272727,0.090909091,0.127272727,0.090909091,0.090909091,0.090909091,0.090909091,0.109090909,0.090909091
"As Above, So Below",203030100,0.107142857,0.089285714,0.125,0.089285714,0.089285714,0.089285714,0.107142857,0.125,0.089285714,0.089285714
Brick Mansions,203520100,0.092592593,0.092592593,0.092592593,0.166666667,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593
The November Man,204470100,0.081967213,0.131147541,0.098360656,0.081967213,0.081967213,0.098360656,0.114754098,0.081967213,0.147540984,0.081967213
Left Behind,205740100,0.079365079,0.079365079,0.079365079,0.079365079,0.079365079,0.079365079,0.079365079,0.285714286,0.079365079,0.079365079
The Pyramid,208800100,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216
Nightcrawler,210210100,0.570731707,0.053658537,0.024390244,0.029268293,0.024390244,0.024390244,0.053658537,0.058536585,0.087804878,0.073170732
Beyond the Lights,210220100,0.090909091,0.090909091,0.090909091,0.109090909,0.109090909,0.090909091,0.090909091,0.109090909,0.127272727,0.090909091
Annabelle,210770100,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.134615385,0.096153846,0.096153846
John Wick,212530100,0.029850746,0.353233831,0.024875622,0.054726368,0.024875622,0.044776119,0.378109453,0.024875622,0.039800995,0.024875622
Top Five,212890100,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.113207547,0.094339623,0.094339623,0.132075472
